target,K,method,step,f1_mean,f1_ci_lo,f1_ci_hi,auc_mean,auc_ci_lo,auc_ci_hi
limari,5,fomaml,3,0.7133089932421307,0.6865497931824948,0.7382014637459386,0.7608888888888887,0.7377750000000002,0.7841222222222219
limari,5,fomaml,5,0.7123734085379215,0.6872305478547475,0.7350394517649426,0.7650000000000001,0.7421083333333334,0.7886666666666665
limari,5,fomaml,10,0.6968482199668242,0.6702356077270633,0.7221375811030992,0.7564444444444446,0.7335499999999999,0.7808916666666667
limari,5,fomaml,20,0.6838097860097455,0.65789109944215,0.7079318124677055,0.7491111111111112,0.7254861111111109,0.7741180555555556
limari,5,fomaml,50,0.6848610325933204,0.6591809830602742,0.7071512877194082,0.7405555555555554,0.7164236111111111,0.7654458333333335
limari,5,fomaml,100,0.6853186481569395,0.6605845052011589,0.7080415895961225,0.741388888888889,0.7181291666666667,0.7663375
limari,5,fomaml,200,0.6883239660867425,0.6632664906072234,0.7109287591970356,0.7395555555555556,0.7155527777777777,0.7638472222222222
limari,5,independent,0,0.36317366244419386,0.3047425627418045,0.42015167657813973,0.47400000000000003,0.4353333333333334,0.5115694444444445
limari,5,independent,1,0.44743278674479586,0.39818621689845446,0.49372530013327287,0.636888888888889,0.607875,0.6644444444444445
limari,5,independent,2,0.5099698005333877,0.4673959320096653,0.5516015372915708,0.6454444444444446,0.615213888888889,0.6730027777777778
limari,5,independent,3,0.5517056598936843,0.5190396388241645,0.5846758097859731,0.6473333333333333,0.6169944444444445,0.67545
limari,5,independent,5,0.5767652469475055,0.5414527480052367,0.6095035119773712,0.6556666666666666,0.6261083333333334,0.68445
limari,5,independent,10,0.6362743476367787,0.6076867190403584,0.6645464763014058,0.6911111111111111,0.6635472222222222,0.7186750000000001
limari,5,independent,20,0.6578522369522279,0.6331508529824413,0.6831955321487861,0.7040000000000001,0.6745527777777778,0.7319458333333333
limari,5,independent,50,0.658643236298192,0.6327360774824071,0.6849465837576306,0.7093333333333333,0.6804986111111112,0.7360069444444446
limari,5,independent,100,0.6592885088999864,0.6337006210602802,0.6859696244330769,0.7085000000000001,0.6801097222222223,0.735726388888889
limari,5,independent,200,0.6597060108104886,0.633286619155615,0.6860949724796475,0.7094444444444444,0.6816111111111111,0.7370555555555555
limari,5,reptile,0,0.6295076174811894,0.6065780741586867,0.6501701664013577,0.6766666666666666,0.6522166666666667,0.7001166666666667
limari,5,reptile,1,0.668414263837829,0.6429969614107883,0.6909625881866589,0.7266666666666667,0.7027611111111112,0.751338888888889
limari,5,reptile,2,0.6715593290449559,0.6434049743203206,0.6965698122889692,0.7847777777777779,0.7608861111111112,0.8078888888888888
limari,5,reptile,3,0.682984535737112,0.6541054314479237,0.7097866301250337,0.8132222222222224,0.7922194444444444,0.8350027777777779
limari,5,reptile,5,0.6885770242618778,0.6580059456074902,0.717107992137547,0.8060000000000003,0.7848805555555556,0.8270055555555557
limari,5,reptile,10,0.693517597060752,0.6658283952858087,0.7177476855743894,0.7748333333333334,0.7532152777777779,0.7970055555555555
limari,5,reptile,20,0.701809892939234,0.6763016510602476,0.724890024231961,0.7615555555555554,0.739552777777778,0.7835611111111112
limari,5,reptile,50,0.6944674777937798,0.6681402949781068,0.7171172777473787,0.7517777777777778,0.7287208333333334,0.7752319444444443
limari,5,reptile,100,0.6958848779346735,0.6700822352312183,0.7178953266048986,0.750388888888889,0.7272013888888887,0.7743972222222223
limari,5,reptile,200,0.6967349211625603,0.6717689595746003,0.7189130463225409,0.7483888888888889,0.7248805555555558,0.7725027777777779
limari,10,finetune,0,0.3676910140274433,0.3436320972008537,0.3901438572917546,0.6571111111111112,0.6384416666666667,0.6752222222222223
limari,10,finetune,1,0.55277323908084,0.5261470926348097,0.5801902620258051,0.702,0.6801083333333333,0.7227805555555555
limari,10,finetune,2,0.658385999930084,0.636601527674804,0.6813791104188326,0.7503333333333335,0.728888888888889,0.7720111111111111
limari,10,finetune,3,0.7191678763447508,0.701776724019542,0.7384139712814155,0.7786666666666666,0.7584444444444445,0.7993361111111112
limari,10,finetune,5,0.734926682406267,0.7151164017919027,0.7555475856290502,0.7899999999999999,0.7694444444444445,0.8112250000000001
limari,10,finetune,10,0.7051668602258183,0.6808707782095536,0.7285214829772089,0.7893333333333334,0.7707472222222221,0.8100138888888889
limari,10,finetune,20,0.6993260359945199,0.677610277373271,0.7225048407256982,0.7794444444444444,0.7607722222222222,0.7990055555555555
limari,10,finetune,50,0.6914675998609906,0.6688596199904867,0.7131288346879144,0.7583333333333333,0.7398888888888888,0.7778375
limari,10,finetune,100,0.6929411754462681,0.67017877980656,0.7146786779093056,0.7572777777777778,0.7384444444444446,0.776611111111111
limari,10,finetune,200,0.6949933000008605,0.6729678334231639,0.7167546485196616,0.7563888888888889,0.7373888888888889,0.7761125000000001
limari,10,fomaml,0,0.5689964239182842,0.5496257200689768,0.5857407071567782,0.626,0.6054388888888887,0.6472361111111111
limari,10,fomaml,1,0.6627971687887783,0.6429869937835421,0.682020436400337,0.6814444444444445,0.6586666666666667,0.7032250000000001
limari,10,fomaml,2,0.7215850766433317,0.7004346182558661,0.7425460558393031,0.7677777777777777,0.7475555555555555,0.7880027777777778
limari,10,fomaml,3,0.7482386198277976,0.7314583172320834,0.7650098332737776,0.7993333333333337,0.7819944444444445,0.8176694444444444
limari,10,fomaml,5,0.7529648846157572,0.7329206065475274,0.7720159884848298,0.8046666666666665,0.7872194444444442,0.8226722222222224
limari,10,fomaml,10,0.7437751566319267,0.7228434371527747,0.762654338942856,0.7977777777777777,0.7781055555555557,0.8172277777777778
limari,10,fomaml,20,0.7257415149383337,0.7037848476298649,0.7463722707049171,0.7987222222222221,0.7761569444444445,0.8202944444444444
limari,10,fomaml,50,0.7174400104688838,0.697094249847297,0.7376002979075734,0.7807777777777777,0.7593250000000001,0.803501388888889
limari,10,fomaml,100,0.7189641987371382,0.6986374552885506,0.7395658194150846,0.7775555555555554,0.7557194444444446,0.8007277777777778
limari,10,fomaml,200,0.720514627095616,0.7005245648385713,0.7409479820298398,0.7770555555555556,0.756273611111111,0.7999472222222221
limari,10,independent,0,0.37288621929165916,0.31146398737177416,0.4326264783720798,0.5056666666666667,0.4741,0.5372250000000001
limari,10,independent,1,0.4291849409556668,0.37378459185424984,0.4847338855650973,0.6641111111111111,0.6357694444444445,0.6960027777777777
limari,10,independent,2,0.49843782016494437,0.4511895742511848,0.5440286131712396,0.6676666666666667,0.6397750000000001,0.6980055555555555
limari,10,independent,3,0.558789636311495,0.5211134258564135,0.5965674757167521,0.669,0.6419833333333334,0.699338888888889
limari,10,independent,5,0.6155036480743769,0.5875954249254131,0.6431411712711674,0.6884444444444444,0.661325,0.7172305555555555
limari,10,independent,10,0.6891822755634469,0.6670691449440076,0.7111281795620862,0.739888888888889,0.7147777777777777,0.7640055555555558
limari,10,independent,20,0.7054234761046729,0.6823997275344966,0.725088300525505,0.7620555555555556,0.740777777777778,0.7841666666666666
limari,10,independent,50,0.6985348618882518,0.6757463938235885,0.7211626839840618,0.7565,0.7354972222222222,0.7780041666666668
limari,10,independent,100,0.6983548232592967,0.6769234946027892,0.7204990587953722,0.7560555555555556,0.7346597222222221,0.7779458333333333
limari,10,independent,200,0.697628512532986,0.6751886160675505,0.720656975243547,0.7552777777777777,0.7339347222222222,0.7770624999999998
limari,10,reptile,0,0.6129560186070259,0.5922693956923467,0.6336209546925666,0.6516666666666667,0.6264361111111111,0.6764472222222222
limari,10,reptile,1,0.6680084595511975,0.6468936546080188,0.6881287782499503,0.7243333333333335,0.6988666666666667,0.7498944444444443
limari,10,reptile,2,0.6891497512288033,0.6651071295256247,0.7115752056241255,0.8006666666666669,0.7775527777777778,0.8225583333333332
limari,10,reptile,3,0.7090640538911878,0.6835179969214663,0.7337572323870182,0.8398888888888889,0.8208833333333334,0.8577805555555557
limari,10,reptile,5,0.71414778819176,0.6915002405040173,0.739100809851446,0.835111111111111,0.8185499999999998,0.8532222222222223
limari,10,reptile,10,0.7399912135520563,0.718429473526852,0.7625838512686068,0.8215555555555555,0.8024416666666666,0.8417805555555556
limari,10,reptile,20,0.7470322185023132,0.7223884310528598,0.7701190388900387,0.8142777777777779,0.7957763888888889,0.8346722222222221
limari,10,reptile,50,0.7329399439951555,0.7080369754591274,0.7566437833903564,0.7995,0.7794986111111111,0.8208888888888889
limari,10,reptile,100,0.7348591602481763,0.7112599038292016,0.7585268200169739,0.7974999999999998,0.7772736111111113,0.8189555555555557
limari,10,reptile,200,0.7346703336215158,0.7111040272030731,0.7568959160689737,0.7946111111111109,0.7736555555555555,0.8163388888888891
