target,K,model,mode,n_runs,f1_mean,f1_ci_lo,f1_ci_hi,auc_mean,auc_ci_lo,auc_ci_hi
elqui,10,catboost,concat_source,150,0.6825913420710297,0.6641937359583826,0.701863921515635,0.7625333333333333,0.7451966666666666,0.7793383333333334
elqui,10,catboost,independent,150,0.7692882764165037,0.7529163255752338,0.7846588376088247,0.8742,0.8601316666666667,0.8868733333333334
elqui,10,logreg,concat_source,150,0.6817608149626455,0.6692883245044077,0.6946921890679595,0.6521333333333333,0.6337966666666666,0.6712033333333334
elqui,10,logreg,independent,150,0.804062421823767,0.7908268813343005,0.8169136223758228,0.8813333333333333,0.8685316666666667,0.8937333333333334
elqui,10,rf,concat_source,150,0.6979797124055704,0.6768728963636186,0.7164386016823397,0.7741333333333333,0.7541983333333335,0.7934016666666668
elqui,10,rf,independent,150,0.7824483693274199,0.7658951091611492,0.7974513324608608,0.8840999999999999,0.8700633333333333,0.8967674999999999
elqui,10,xgb,concat_source,150,0.708420163566859,0.6896027563733884,0.7252243034662723,0.8170000000000001,0.8017983333333334,0.829935
elqui,10,xgb,independent,150,0.7643273372664138,0.7468601071210215,0.7795730808022536,0.8468666666666667,0.8315625,0.8617033333333334
elqui,20,catboost,concat_source,150,0.7241108878473395,0.7082438896689949,0.7395598049685168,0.7946666666666666,0.7790633333333333,0.8096050000000001
elqui,20,catboost,independent,150,0.8009986967928548,0.7870772705429058,0.8164331132544087,0.8953333333333334,0.8827999999999999,0.9073383333333334
elqui,20,logreg,concat_source,150,0.6813563695063471,0.6690528357931624,0.6926706578282309,0.6576000000000001,0.637265,0.6786016666666667
elqui,20,logreg,independent,150,0.8391929293840722,0.8242544627404871,0.853900563604346,0.9129999999999999,0.9015966666666665,0.9244016666666669
elqui,20,rf,concat_source,150,0.7309887132385717,0.7155172866804305,0.7472935057699662,0.8137333333333333,0.7989966666666666,0.8284016666666666
elqui,20,rf,independent,150,0.806772562350877,0.7920417189124221,0.821383492272299,0.9010999999999998,0.8901608333333332,0.9116033333333334
elqui,20,xgb,concat_source,150,0.732670712204095,0.7158513916867396,0.7506988253895239,0.8298,0.8149933333333333,0.8447366666666667
elqui,20,xgb,independent,150,0.7872829047806165,0.7701303853795407,0.8019437927702111,0.8733333333333333,0.8590583333333333,0.8863158333333333
huasco,1,catboost,concat_source,150,0.6220875832811491,0.6031057951443669,0.6417261148819872,0.7974000000000001,0.782865,0.8118683333333333
huasco,1,catboost,independent,150,0.6726428067833738,0.64699493656071,0.6955198142682201,0.7058333333333333,0.6753908333333334,0.7343783333333334
huasco,1,logreg,concat_source,150,0.7170677869738982,0.7013007156964621,0.7324638390492064,0.7396666666666667,0.7205300000000001,0.758935
huasco,1,logreg,independent,150,0.6357373907575807,0.60285085422966,0.6667298124976467,0.7108666666666666,0.6765850000000001,0.7421566666666666
huasco,1,rf,concat_source,150,0.6208189353284924,0.5944130420530945,0.6434788699113287,0.8107333333333334,0.7942633333333332,0.8262016666666667
huasco,1,rf,independent,150,0.6543425309128892,0.6247092962403059,0.6824067334740456,0.71,0.6769799999999999,0.739805
huasco,1,xgb,concat_source,150,0.5721188426869541,0.5446963991303388,0.5950056387039746,0.8029999999999999,0.7851983333333333,0.8191416666666667
huasco,1,xgb,independent,150,0.0,0.0,0.0,0.5,0.5,0.5
huasco,5,catboost,concat_source,150,0.6413133147345019,0.6200901518358949,0.6626168294913585,0.8157333333333333,0.800585,0.8306066666666666
huasco,5,catboost,independent,150,0.7550556347087732,0.7320270553490876,0.7742649561387114,0.8515333333333334,0.8336,0.8672066666666666
huasco,5,logreg,concat_source,150,0.727987747812695,0.7139945293883332,0.7424089631115491,0.7562000000000001,0.7395333333333334,0.7747366666666665
huasco,5,logreg,independent,150,0.8285279345705603,0.8146699036276122,0.843826826972037,0.8886666666666667,0.8753283333333334,0.9028033333333335
huasco,5,rf,concat_source,150,0.6481196443984167,0.6283104131980999,0.6666327674604376,0.7997333333333334,0.7853983333333333,0.8138
huasco,5,rf,independent,150,0.7753961647447041,0.753412171261146,0.7966576352432161,0.8829000000000002,0.8689658333333333,0.8964341666666666
